Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model
Toshiba,Portege X20W-D-10V,Ultrabook,12.5,8,Windows 10,1.1,1790,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,846.5,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 930MX
Dell,Inspiron 3567,Notebook,15.6,4,Linux,2.25,465.62,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430
Dell,Latitude 5580,Notebook,15.6,4,Windows 10,1.9,825,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,685,Full HD,1920,1080,,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,3149,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,6,Windows 10,2.4,695,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 920MX
Dell,XPS 13,2 in 1 Convertible,13.3,16,Windows 10,1.22,1899,Quad HD+,3200,1800,,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615
Dell,Latitude E7470,Ultrabook,14,8,Windows 10,1.5,1962.98,Standard,2560,1440,,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Alienware 17,Gaming,17.3,32,Windows 10,4.42,2800,Full HD,1920,1080,,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Toshiba,Tecra A40-C-1DF,Notebook,14,8,Windows 10,1.95,1180,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Asus,Rog Strix,Gaming,17.3,16,Windows 10,2.73,2049.9,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,979,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce 930MX
Lenovo,ThinkPad T460,Notebook,14,4,Windows 7,1.7,1002,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,508,0,Hybrid,No,Intel,HD Graphics 520
Asus,Q534UX-BHI7T19 (i7-7500U/16GB/2TB,2 in 1 Convertible,15.6,16,Windows 10,2.3,1799,4K Ultra HD,3840,2160,,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GTX 950M
HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,15.6,6,Windows 10,2.04,579,Standard,1366,768,,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620
Asus,Rog GL753VE-DS74,Gaming,17.3,16,Windows 10,2.99,1749,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
Dell,Inspiron 7579,2 in 1 Convertible,15.6,12,Windows 10,2.19,1299,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Toshiba,Portege Z30-C-1CV,Notebook,13.3,4,Windows 7,1.2,1195,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,6,Windows 10,2.2,549,Full HD,1920,1080,,No,No,AMD,3.6,A12-Series 9720P,256,0,SSD,No,AMD,Radeon 530
Fujitsu,LifeBook A556,Notebook,15.6,4,Windows 10,2.3,649,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Toshiba,Tecra A40-C-1KF,Notebook,14,4,Windows 10,1.75,915,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,599,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,AMD,Radeon R5 M430
HP,Probook 450,Notebook,15.6,8,Windows 10,2.04,806,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620
Lenovo,Legion Y520-15IKBN,Gaming,15.6,8,Windows 10,2.5,1189,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,749,Standard,1366,768,,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,AMD,Radeon R7 M445
Dell,Latitude 5480,Notebook,14,8,Windows 10,1.6,1119,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620 
HP,EliteBook Folio,Netbook,12.5,8,Windows 10,0.97,1908,Full HD,1920,1080,,No,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
HP,15-bs005nv (i3-6006U/4GB/1TB,Notebook,15.6,4,Windows 10,2.1,499,Full HD,1920,1080,,No,No,Intel,2,Core i3 6006U,128,1024,SSD,HDD,AMD,Radeon 520
Lenovo,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,4,No OS,1.9,270.62,Standard,1366,768,,No,No,Intel,1.1,Celeron Dual Core N3350,128,0,SSD,No,Intel,HD Graphics 500
Lenovo,ThinkPad T560,Notebook,15.6,8,Windows 10,2.3,1349,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5378,2 in 1 Convertible,13.3,8,Windows 10,1.68,889,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ZenBook UX310UA-FB485T,Notebook,13.3,8,Windows 10,1.4,1150,Quad HD+,3200,1800,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Spectre 13-V111dx,Ultrabook,13.3,8,Windows 10,1.11,1349,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire ES1-533,Notebook,15.6,4,Windows 10,2.4,380,Standard,1366,768,,No,No,Intel,1.1,Pentium Quad Core N4200,500,0,HDD,No,Intel,HD Graphics 505
Asus,Rog GL553VE-DS74,Gaming,15.6,16,Windows 10,2.5,1799,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.48,2089,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Acer,Nitro 5,Gaming,15.6,8,Windows 10,2.7,1260,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,ENVY -,Notebook,13.3,8,Windows 10,1.34,1189,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.6,4,Windows 10,2.18,547,Standard,1366,768,,No,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620
HP,Probook 440,Notebook,14,4,Windows 10,1.64,779,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Portege Z30-C-16H,Notebook,13.3,4,Windows 10,1.2,1195,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 840,Notebook,14,4,Windows 10,1.48,1099.99,Standard,1366,768,,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 640,Notebook,14,4,Windows 10,1.95,1205,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 1040,Ultrabook,14,8,Windows 7,1.43,1449,Full HD,1920,1080,,No,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,1049.26,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
HP,Probook 440,Notebook,14,4,Windows 10,1.64,684,Standard,1366,768,,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Dell,Inspiron 7567,Gaming,15.6,8,Windows 10,2.65,949,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7300HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050
HP,EliteBook 820,,12.5,4,Windows 10,1.26,1539,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,Elitebook 840,Notebook,14,4,Windows 10,1.48,1590,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Ultrabook,14,8,Windows 10,1.54,1887.21,Full HD,1920,1080,,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,Probook 430,Notebook,13.3,4,Windows 10,1.49,800,Standard,1366,768,,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Portege A30-C-1CZ,Notebook,13.3,8,Windows 10,1.5,1210,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,769.99,Standard,1366,768,,No,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad P70,Notebook,17.3,16,Windows 7,2.4,2968,4K Ultra HD,3840,2160,,Yes,No,Intel,2.7,Core i7 6820HQ,512,0,SSD,No,Nvidia,Quadro 3000M
Toshiba,Tecra Z40-C-12Z,Notebook,14,8,Windows 10,1.47,1490,Full HD,1920,1080,,Yes,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 1040,Notebook,14,8,Windows 10,1.43,2229,Full HD,1920,1080,,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Inspiron 5568,2 in 1 Convertible,15.6,4,Windows 10,2.08,795.99,Full HD,1920,1080,,Yes,No,Intel,2.3,Core i3 6100U,1024,0,HDD,No,Intel,HD Graphics 520
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,8,Windows 10,1.2,1590,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,Spectre 13-V100nv,Notebook,13.3,8,Windows 10,1.11,1149,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,1185.43,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 930MX
Dell,Latitude E5570,Notebook,15.6,8,Windows 10,2.09,1046.44,Full HD,1920,1080,,No,No,Intel,2.4,Core i5 6300U,500,0,HDD,No,Intel,HD Graphics 520
HP,Elitebook 820,Ultrabook,12.5,4,Windows 10,1.26,1559,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 650,Notebook,14,4,Windows 10,2.31,1189,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
HP,ProBook 640,Notebook,14,4,Windows 10,1.95,1060,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1624,Quad HD+,3200,1800,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,Probook 470,Notebook,17.3,8,Windows 10,2.63,1080,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 930MX
HP,ProBook 440,Notebook,14,4,Windows 10,1.64,973,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Acer,Aspire 3,Notebook,15.6,6,Windows 10,2.1,409,Standard,1366,768,,No,No,AMD,3,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5
MSI,GL72M 7RDX,Gaming,17.3,8,Windows 10,2.7,1191.8,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050
HP,Probook 640,Notebook,14,8,Windows 7,1.95,1195,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,1228.99,Full HD,1920,1080,,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 820,Ultrabook,12.5,8,Windows 10,1.26,1349,Full HD,1920,1080,,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,742,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Toshiba,Tecra Z40-C-136,Ultrabook,14,8,Windows 10,1.47,1725,Full HD,1920,1080,,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Latitude E5570,Notebook,15.6,8,Windows 7,2.09,1062.95,Full HD,1920,1080,,No,No,Intel,2.4,Core i5 6300U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 440,Notebook,14,8,Windows 10,1.64,1010.51,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,4,Windows 10,1.8,847,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,2,Windows 10,1.45,210.8,Standard,1366,768,,No,No,Intel,1.44,Atom X5-Z8350,32,0,Flash Storage,No,Intel,HD Graphics 400
Toshiba,Tecra A50-C-218,Notebook,15.6,16,Windows 10,2.4,1425,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Nvidia,GeForce 930M
Lenovo,Thinkpad L560,Notebook,15.6,8,Windows 10,2.3,1049.6,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,EliteBook 840,Notebook,14,4,Windows 10,1.54,1000,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,EliteBook 850,Notebook,15.6,8,Windows 10,1.84,2103.34,Full HD,1920,1080,,No,No,Intel,2.4,Core i5 6300U,256,500,SSD,HDD,Intel,HD Graphics 520
HP,EliteBook 1040,Notebook,14,8,Windows 7,1.43,1469,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
MSI,GT72S Dominator,Gaming,17.3,16,Windows 10,3.78,1545.64,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 6820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,16,Windows 10,4.6,2289.99,Full HD,1920,1080,,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Asus,Chromebook C202SA,Netbook,11.6,4,Chrome OS,1.2,287.9,Standard,1366,768,,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400
Lenovo,ThinkPad X1,Notebook,14,16,Windows 7,1.1,2620,Standard,2560,1440,,Yes,No,Intel,2.6,Core i7 6600U,256,0,SSD,No,Intel,HD Graphics 520
HP,Noteb Pav,Notebook,15.6,8,Windows 10,1.91,979,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX
Dell,Inspiron 5578,2 in 1 Convertible,15.6,8,Windows 10,2.3,1094,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 450,Notebook,15.6,4,Windows 10,2.04,979,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
Dell,XPS 13,Ultrabook,,16,Windows 10,1.2,2254,Quad HD+,3200,1800,,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,705.15,Standard,1366,768,,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
HP,250 G5,Notebook,15.6,4,No OS,1.96,499,Standard,1366,768,,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620
Acer,Aspire ES1-523,Notebook,15.6,8,Windows 10,2.4,449,Standard,1366,768,,No,No,AMD,2.2,A8-Series 7410,1024,0,HDD,No,AMD,Radeon R5
Dell,Inspiron 7378,2 in 1 Convertible,13.3,12,Windows 10,1.6,1299,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
MSI,GT62VR 6RD,Gaming,15.6,16,Windows 10,2.94,1819,Full HD,1920,1080,,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
HP,ProBook 450,Notebook,15.6,8,Windows 10,2.04,1070,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,Rog G752VL-GC088D,Gaming,17.3,16,No OS,4,998,Full HD,1920,1080,,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 965M
Dell,Inspiron 3567,Notebook,15.6,4,Windows 10,2.25,559,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics
Dell,Inspiron 5567,Notebook,15.6,16,Windows 10,2.32,989.99,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,2048,0,HDD,No,AMD,Radeon R7 M445
MSI,GS63VR 6RF,Gaming,15.6,16,Windows 10,1.8,1929,Full HD,1920,1080,,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,XPS 13,Ultrabook,13.3,8,Windows 10,1.29,1458,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Asus,ROG G701VO,Gaming,17.3,64,Windows 10,3.58,3975,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 6820HK,1024,0,SSD,No,Nvidia,GeForce GTX 980 
Dell,Inspiron 5368,2 in 1 Convertible,13.3,8,Windows 10,1.62,798.01,Full HD,1920,1080,,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Dell,Alienware 15,Gaming,15.6,16,Windows 10,3.21,1329,4K Ultra HD,3840,2160,,No,No,Intel,2.6,Core i7 6700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 970M
Apple,"MacBook 12""",Ultrabook,12,8,Mac OS X,0.92,1300,Standard,2304,1440,,Yes,Yes,Intel,1.1,Core M,256,0,Flash Storage,No,Intel,HD Graphics 515
Dell,Latitude 3570,Notebook,15.6,4,Windows 10,2.06,481.98,Standard,1366,768,,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
HP,ProBook 650,Notebook,15.6,4,Windows 10,2.31,1199,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,EliteBook 820,Ultrabook,12.5,8,Windows 7,1.26,1199,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
HP,ProBook 430,Notebook,13.3,8,Windows 10,1.49,1090,Full HD,1920,1080,,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620
Lenovo,ThinkPad Yoga,Ultrabook,12.5,8,Windows 10,1.3,1713.49,Full HD,1920,1080,,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,8,Windows 10,3,659,Standard,1600,900,,No,No,Intel,2.3,Core i5 6200U,1024,0,HDD,No,AMD,Radeon R5 M330
Lenovo,Ideapad 700-15ISK,Notebook,15.6,4,Windows 10,2.3,977,Full HD,1920,1080,,Yes,No,Intel,2.3,Core i5 6300HQ,1024,0,HDD,No,Nvidia,GeForce GTX 950M
MSI,GT72VR Dominator,Gaming,17.3,16,Windows 10,3.78,2499,Full HD,1920,1080,,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,4,Windows 10,2.1,540,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,Probook 650,Notebook,15.6,4,Windows 7,2.31,940,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,8,Windows 10,0.99,1399,Standard,2560,1440,,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,32,Windows 10,4.6,3240,Full HD,1920,1080,,Yes,No,Intel,2.7,Core i7 6820HK,512,1024,SSD,Hybrid,Nvidia,GeForce GTX 980M
Lenovo,Yoga Book,2 in 1 Convertible,10.1,4,Windows 10,0.69,646.27,Standard,1920,1200,,Yes,No,Intel,1.44,Atom x5-Z8550,64,0,Flash Storage,No,Intel,HD Graphics 400
HP,Spectre x360,Ultrabook,13.3,16,Windows 10,1.3,2049,4K Ultra HD,3840,2160,,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620
Dell,Vostro 3568,Notebook,15.6,8,Windows 10,2.18,750,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620
HP,EliteBook 840,Notebook,14,4,Windows 7,1.54,1030.99,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520
HP,ZBook 15u,Workstation,15.6,8,Windows 7,1.9,1495,Full HD,1920,1080,,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,AMD,FirePro W4190M
Lenovo,ThinkPad T460,Notebook,14,8,Windows 7,1.7,1199,Full HD,1920,1080,,No,No,Intel,2.3,Core i5 6200U,180,0,SSD,No,Intel,HD Graphics 520
HP,Chromebook 13,Notebook,13.3,4,Chrome OS,1.29,615,Quad HD+,3200,1800,,No,No,Intel,1.5,Pentium Dual Core 4405Y,32,0,Flash Storage,No,Intel,HD Graphics 515
Acer,Aspire ES1-523,Notebook,15.6,4,Windows 10,2.4,387,Standard,1366,768,,No,No,AMD,2.2,A8-Series 7410,500,0,HDD,No,AMD,Radeon R5
Dell,Inspiron 3552,Notebook,15.6,4,Linux,2.2,393.49,Standard,1366,768,,No,No,Intel,1.6,Pentium Quad Core N3700,500,0,HDD,No,Intel,HD Graphics
HP,250 G6,Notebook,15.6,4,No OS,1.86,345.99,Standard,1366,768,,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520
Asus,Rog GL702VM-GC354T,Gaming,17.3,8,Windows 10,2.7,1599,Full HD,1920,1080,,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060
Dell,Inspiron 5370,Ultrabook,13.3,4,Windows 10,1.4,818.35,Full HD,1920,1080,,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530
HP,Elitebook 820,Netbook,12.5,4,Windows 7,2.4,1599,Standard,1366,768,,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520
Acer,Aspire F5-573G,Notebook,15.6,8,Windows 10,2.4,799,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,256,1024,SSD,HDD,Nvidia,GeForce GTX 950M
Dell,Inspiron 5567,Notebook,15.6,8,Windows 10,2.36,638.8,Full HD,1920,1080,,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445
MSI,GS70 Stealth,Gaming,17.3,8,Windows 10,2.6,1599,Full HD,1920,1080,No,No,No,Intel,2.6,Core i7 6700HQ,256,0,SSD,No,Nvidia,GeForce GTX 965M
HP,250 G5,Notebook,15.6,4,Windows 10,1.96,500,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,1024,0,HDD,No,Intel,HD Graphics 405
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,16,Windows 10,4.3,2299,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 980M
Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1135.15,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,500,0,HDD,No,Intel,HD Graphics 520
Dell,Latitude E5270,Ultrabook,12.5,4,Windows 7,1.5,1166.97,Standard,1366,768,No,No,No,Intel,2.3,Core i3 6100U,128,0,SSD,No,Intel,HD Graphics 520
Acer,Chromebook 15,Notebook,15.6,4,Chrome OS,2.2,209,Standard,1366,768,No,No,No,Intel,1.5,Celeron Dual Core 3205U,16,0,SSD,No,Intel,HD Graphics
HP,ZBook 17,Workstation,17.3,8,Windows 7,3,2899,Full HD,1920,1080,No,Yes,No,Intel,2.6,Core i7 6700HQ,1024,0,HDD,No,AMD,FirePro W6150M
Lenovo,Legion Y520-15IKBN,Gaming,15.6,16,Windows 10,2.4,1199,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050 Ti
Dell,Latitude E5270,Ultrabook,12.5,8,Windows 7,1.5,1413.1,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,256,0,SSD,No,Intel,HD Graphics 520
